name,link,full_path,dob,taken,gender
Dewi Sandra,https://id.wikipedia.org/wiki/Dewi_Sandra,,Apr 3 1980,,0
Dewi Yull,https://id.wikipedia.org/wiki/Dewi_Yull,,May 10 1961,,0
Dewiq,https://id.wikipedia.org/wiki/Dewiq,,Jun 15 1975,,0
Dhea Ananda,https://id.wikipedia.org/wiki/Dhea_Ananda,,May 25 1986,,0
Dhisa,https://id.wikipedia.org/wiki/Dhisa,,Sep 3 1990,,0
Diah Iskandar,https://id.wikipedia.org/wiki/Diah_Iskandar,./foto/Diah-iskandar-13.jpg,Feb 12 1947,0000:00:00,0
Dian Mayasari,https://id.wikipedia.org/wiki/Dian_Mayasari,,,,0
Dian Piesesha,https://id.wikipedia.org/wiki/Dian_Piesesha,,Mar 9 1961,,0
Diana Nasution,https://id.wikipedia.org/wiki/Diana_Nasution,,Apr 5 1958,,0
Diana Papilaya,https://id.wikipedia.org/wiki/Diana_Papilaya,,,,0
Dike Ardilla,https://id.wikipedia.org/wiki/Dike_Ardilla,,May 17 1982,,0
Dina Mariana,https://id.wikipedia.org/wiki/Dina_Mariana,,Aug 21 1965,,0
Dira,https://id.wikipedia.org/wiki/Dira_Sugandi,./foto/Dira_Sugandi_in_concert_crop.jpg,Jul 29 1979,,0
Djatu Parmawati,https://id.wikipedia.org/wiki/Djatu_Parmawati,,,,0
Donita,https://id.wikipedia.org/wiki/Donita,,Feb 14 1989,,0
Dorce Gamalama,https://id.wikipedia.org/wiki/Dorce_Gamalama,,Jul 21 1963,,0
Drimi,https://id.wikipedia.org/wiki/Drimi,,Feb 26 1988,,0
Eka Deli,https://id.wikipedia.org/wiki/Eka_Deli,./foto/Pergelaran-multimedia-tembang-harmoni.jpg,Mar 21 1976,2012:09:11,0
Elly Kasim,https://id.wikipedia.org/wiki/Elly_Kasim,,Sep 27 1944,,0
Elly Sunarya,https://id.wikipedia.org/wiki/Elly_Sunarya,,,,0
Ellya Khadam,https://id.wikipedia.org/wiki/Ellya_Khadam,./foto/Ellya_Khadam.jpg,Oct 23 1928,,0
Elvy Sukaesih,https://id.wikipedia.org/wiki/Elvy_Sukaesih,./foto/Elvy_sukaesih.jpg,Jun 25 1951,,0
Emilia Contessa,https://id.wikipedia.org/wiki/Emilia_Contessa,,,,0
Emily,https://id.wikipedia.org/wiki/Emily_(penyanyi),,,,0
Emmy Labib,https://id.wikipedia.org/wiki/Emmy_Labib,./foto/Emmy_Labib_dalam_pembuatan_video_klip_5_Menit_Putus.JPG,Apr 23 1980,,0
Endang S. Taurina,https://id.wikipedia.org/wiki/Endang_S._Taurina,,May 20 1964,,0
Enno Lerian,https://id.wikipedia.org/wiki/Enno_Lerian,,Oct 8 1983,,0
Enny Haryono,https://id.wikipedia.org/wiki/Enny_Haryono,,Nov 10 1954,,0
Eren,https://id.wikipedia.org/wiki/Eren,,Sep 27 1984,,0
Erie Suzan,https://id.wikipedia.org/wiki/Erie_Suzan,,Dec 30 1978,,0
Ermy Kullit,https://id.wikipedia.org/wiki/Ermy_Kullit,,May 13 1955,,0
Ernie Djohan,https://id.wikipedia.org/wiki/Ernie_Djohan,./foto/Ernie_Djohan.jpg,Apr 6 1951,,0
Ervinna,https://id.wikipedia.org/wiki/Ervinna,./foto/Ervinna.JPG,May 4 1956,,0
Etrie Jayanthie,https://id.wikipedia.org/wiki/Etrie_Jayanthie,,,,0
Euis Darliah,https://id.wikipedia.org/wiki/Euis_Darliah,,Apr 5 1957,,0
Eva Celia,https://id.wikipedia.org/wiki/Eva_Celia,,Sep 21 1992,,0
Evie Tamala,https://id.wikipedia.org/wiki/Evie_Tamala,,Jun 23 1969,,0
Fatin,https://id.wikipedia.org/wiki/Fatin_Shidqia,,Jul 30 1996,,0
Feby Febiola,https://id.wikipedia.org/wiki/Feby_Febiola,,May 24 1978,,0
Fenny Bauty,https://id.wikipedia.org/wiki/Fanny_Bauty,,Oct 22 1965,,0
Fenny Dior,https://id.wikipedia.org/wiki/Fenny_Dior,./foto/FennyDior.jpg,Jun 14 1984,,0
Fia,https://id.wikipedia.org/wiki/Fia,,Feb 12 1984,,0
Fitri Carlina,https://id.wikipedia.org/wiki/Fitri_Carlina,,May 29 1987,,0
Frau,https://id.wikipedia.org/wiki/Frau,,May 2 1990,,0
Fryda,https://id.wikipedia.org/wiki/Fryda,,Dec 17 1971,,0
Gita Gutawa,https://id.wikipedia.org/wiki/Gita_Gutawa,./foto/Gita_Gutawa_in_concert_15.jpg,Aug 11 1993,2008:11:26,0
Gita KDI,https://id.wikipedia.org/wiki/Gita_KDI,,Oct 10 1985,,0
Grace Simon,https://id.wikipedia.org/wiki/Grace_Simon,,Apr 5 1953,,0
Gretha,https://id.wikipedia.org/wiki/Gretha_Martini,,Mar 7 1991,,0
Gya,https://id.wikipedia.org/wiki/Gya_Anandini,,,,0
Hanin Dhiya,https://id.wikipedia.org/wiki/Hanin_Dhiya,,Feb 21 2001,,0
Heidy Diana,https://id.wikipedia.org/wiki/Heidy_Diana,./foto/Heidy_Diana.jpg,Jul 9 1965,,0
Helen Sparingga,https://id.wikipedia.org/wiki/Helen_Sparingga,,Nov 25 1953,,0
Helena,https://id.wikipedia.org/wiki/Helena_(penyanyi),,Sep 5 1984,,0
Henny Purwonegoro,https://id.wikipedia.org/wiki/Henny_Purwonegoro,,Nov 10 1947,,0
Herlin Widhaswara,https://id.wikipedia.org/wiki/Herlin_Widhaswara,,May 8 1963,,0
Herlina Effendy,https://id.wikipedia.org/wiki/Herlina_Effendy,,,,0
Hetty Koes Endang,https://id.wikipedia.org/wiki/Hetty_Koes_Endang,,Aug 6 1957,,0
Ida Laila,https://id.wikipedia.org/wiki/Ida_Laila,,Nov 27 1943,,0
Ida Royani,https://id.wikipedia.org/wiki/Ida_Royani,,,,0
Ida Widawati,https://id.wikipedia.org/wiki/Ida_Widawati,,,,0
Idjah Hadijah,https://id.wikipedia.org/wiki/Idjah_Hadijah,,,,0
Iga Mawarni,https://id.wikipedia.org/wiki/Iga_Mawarni,,Jul 24 1973,,0
Iin Parlina,https://id.wikipedia.org/wiki/Iin_Parlina,,,,0
Iis Dahlia,https://id.wikipedia.org/wiki/Iis_Dahlia,,May 29 1972,,0
Iis Sugianto,https://id.wikipedia.org/wiki/Iis_Sugianto,,Nov 17 1961,,0
Iis Sugiarti,https://id.wikipedia.org/wiki/Iis_Sugiarti,,,,0
Ika Putri,https://id.wikipedia.org/wiki/Ika_Putri,,Mar 15 1986,,0
Ika Ratih Poespa,https://id.wikipedia.org/wiki/Ika_Ratih_Poespa,,May 12 1964,,0
Ikke Nurjanah,https://id.wikipedia.org/wiki/Ikke_Nurjanah,,May 18 1974,,0
Ikko,https://id.wikipedia.org/wiki/Ikko,,,,0
Imaniar,https://id.wikipedia.org/wiki/Imaniar,,Oct 15 1965,,0
Indah Dewi Pertiwi,https://id.wikipedia.org/wiki/Indah_Dewi_Pertiwi,,,,0
Ine Sinthya,https://id.wikipedia.org/wiki/Ine_Sinthya,,Aug 15 1971,,0
Inka Christie,https://id.wikipedia.org/wiki/Inka_Christie,,,,0
Inna Kamarie,https://id.wikipedia.org/wiki/Inna_Kamarie,,Aug 18 1986,,0
Intan,https://id.wikipedia.org/wiki/Intan_Nuraini,,Mar 23 1985,,0
Intan RJ,https://id.wikipedia.org/wiki/Intan_RJ,,Dec 22 1984,,0
Inul Daratista,https://id.wikipedia.org/wiki/Inul_Daratista,,,,0
Ira Maya Sopha,https://id.wikipedia.org/wiki/Ira_Maya_Sopha,,Mar 21 1968,,0
Ira Swara,https://id.wikipedia.org/wiki/Ira_Swara,,Jun 16 1980,,0
Irianti Erningpraja,https://id.wikipedia.org/wiki/Irianti_Erningpraja,./foto/Irianti-10.jpg,Nov 18 1965,,0
Irma June,https://id.wikipedia.org/wiki/Irma_June,,,,0
Ismi Azis,https://id.wikipedia.org/wiki/Ismi_Azis,,Nov 27 1965,,0
Isyana Sarasvati,https://id.wikipedia.org/wiki/Isyana_Sarasvati,,May 2 1993,,0
Ita Purnamasari,https://id.wikipedia.org/wiki/Ita_Purnamasari,,Jul 15 1967,,0
Itje Trisnawati,https://id.wikipedia.org/wiki/Itje_Trisnawati,,Mar 27 1963,,0
Iyeth Bustami,https://id.wikipedia.org/wiki/Iyeth_Bustami,,Aug 24 1974,,0
Iyut Bing Slamet,https://id.wikipedia.org/wiki/Iyut_Bing_Slamet,,Jul 11 1968,,0
Jane Sahilatua,https://id.wikipedia.org/wiki/Jane_Sahilatua,,,,0
January Christy,https://id.wikipedia.org/wiki/January_Christy,,,,0
Jayanthi Mandasari,https://id.wikipedia.org/wiki/Jayanthie_Mandasari,,,,0
Jean Pattikawa,https://id.wikipedia.org/wiki/Jean_Pattikawa,,Jun 30 1970,,0
Jean Retno Aryani,https://id.wikipedia.org/wiki/Jean_Retno_Aryani,,,,0
Jemima,https://id.wikipedia.org/wiki/Jemima,,,,0
Joan Tanamal,https://id.wikipedia.org/wiki/Yoan_Tanamal,,,,0
Joy Tobing,https://id.wikipedia.org/wiki/Joy_Tobing,,,,0
Juwita,https://id.wikipedia.org/wiki/Juwita_Thofany_Sanjaya,,,,0
Kamaya,https://id.wikipedia.org/wiki/Kamaya,,Aug 30 1983,,0
Karmila Warouw,https://id.wikipedia.org/wiki/Karmila_Warouw,,,,0
Kemala Ayu,https://id.wikipedia.org/wiki/Kemala_Ayu,,,,0
Kiki Maria,https://id.wikipedia.org/wiki/Kiki_Maria,,Sep 10 1962,,0
Kirey,https://id.wikipedia.org/wiki/Kirey,,Oct 16 1976,,0
Krisdayanti,https://id.wikipedia.org/wiki/Krisdayanti,./foto/Krisdayanti_2004_1.jpg,Mar 24 1975,2004:06:26,0
Kristina,https://id.wikipedia.org/wiki/Kristina,,May 8 1976,,0
Lady Avisha,https://id.wikipedia.org/wiki/Lady_Avisha,,Feb 1 1970,,0
Lala Karmela,https://id.wikipedia.org/wiki/Lala_Karmela,./foto/LalaKarmelaStage.jpg,Apr 2 1985,2016:12:17,0
Lala Suwages,https://id.wikipedia.org/wiki/Lala_Suwages,,Nov 15 1980,,0
Lana Nitibaskara,https://id.wikipedia.org/wiki/Lana_Nitibaskara,,,,0
Lea Simanjuntak,https://id.wikipedia.org/wiki/Lea_Simanjuntak,,Jul 7 1979,,0
Leeya,https://id.wikipedia.org/wiki/Leeya,,,,0
Leony VH,https://id.wikipedia.org/wiki/Leony,,Sep 20 1987,,0
Lia Nathalia,https://id.wikipedia.org/wiki/Lia_Nathalia,,,,0
Lilis Karlina,https://id.wikipedia.org/wiki/Lilis_Karlina,,Oct 5 1974,,0
Lilis Suryani,https://id.wikipedia.org/wiki/Lilis_Suryani,./foto/Lilis_Suryani%2C_Bintang_Rekaman_jang_Tjemerlang%2C_1963_%28portrait_1%29.jpg,Aug 22 1948,,0
Lisa A. Riyanto,https://id.wikipedia.org/wiki/Lisa_A._Riyanto,,Sep 6 1975,,0
Lita Zein,https://id.wikipedia.org/wiki/Lita_Zein,,,,0
Liza Natalia,https://id.wikipedia.org/wiki/Liza_Natalia,,Feb 18 1976,,0
Luanada,https://id.wikipedia.org/wiki/Luanada,,Jun 24 1996,,0
Lucky Resha,https://id.wikipedia.org/wiki/Lucky_Resha,./foto/LuckyResha_RememberingFaridHardja.jpg,Apr 24 1970,,0
Luluk Purwanto,https://id.wikipedia.org/wiki/Luluk_Purwanto,,Jun 25 1959,,0
Lusy Rahmawaty,https://id.wikipedia.org/wiki/Lusi_Rachmawati,,,,0
Lydia Natalia,https://id.wikipedia.org/wiki/Lydia_Natalia,./foto/Lydia_Natalia.jpg,Feb 16 1969,,0
Lydia Nursaid,https://id.wikipedia.org/wiki/Lydia_Nursaid,,,,0
Machicha Mochtar,https://id.wikipedia.org/wiki/Machica_Mochtar,,Mar 20 1970,,0
Maera,https://id.wikipedia.org/wiki/Maera,,Apr 4 1973,,0
Maharani Kahar,https://id.wikipedia.org/wiki/Maharani_Kahar,,Apr 13 1958,,0
Maissy,https://id.wikipedia.org/wiki/Maissy,,Mar 23 1990,,0
Malyda,https://id.wikipedia.org/wiki/Malyda,./foto/Malyda_2008_1.jpg,Jul 9 1963,2008:06:08,0
Margareth,https://id.wikipedia.org/wiki/Margareth,,,,0
Margie Segers,https://id.wikipedia.org/wiki/Margie_Segers,./foto/The_lady_of_jazz_margie.jpg,Aug 16 1950,,0
Maria Shandi,https://id.wikipedia.org/wiki/Maria_Shandi,,,,0
Marini,https://id.wikipedia.org/wiki/Marini,./foto/Marini_Soerjosoemarno.jpg,Nov 2 1947,,0
Marshanda,https://id.wikipedia.org/wiki/Marshanda,,Aug 10 1989,,0
Maudy Ayunda,https://id.wikipedia.org/wiki/Maudy_Ayunda,,Dec 19 1994,,0
Maya Rumantir,https://id.wikipedia.org/wiki/Maya_Rumantir,./foto/Maya_rumantir.jpg,Apr 2 1964,,0
Mayada,https://id.wikipedia.org/wiki/Mayada,./foto/Umi_Mayada_Limbong.jpg,Oct 20 1990,2018:05:28,0
Mayangsari,https://id.wikipedia.org/wiki/Mayangsari,,Aug 23 1971,,0
Maylaffayza,https://id.wikipedia.org/wiki/Maylaffayza,./foto/Maylaffayza.jpg,Jul 10 1976,2006:05:18,0
Meda,https://id.wikipedia.org/wiki/Meda_Kawu,,Apr 8 1978,,0
Mel Shandy,https://id.wikipedia.org/wiki/Mel_Shandy,,Sep 26 1971,,0
Mela Austen,https://id.wikipedia.org/wiki/Mela_Austen,,Jun 8 1988,,0
Melanie,https://id.wikipedia.org/wiki/Melanie_Subono,,Oct 20 1976,,0
Melinda,https://id.wikipedia.org/wiki/Melinda,,,,0
Melly Goeslaw,https://id.wikipedia.org/wiki/Melly_Goeslaw,,,,0
Melly Manuhutu,https://id.wikipedia.org/wiki/Melly_Manuhutu,,Jul 5 1975,,0
Memes,https://id.wikipedia.org/wiki/Memes,,May 6 1965,,0
Meriam Bellina,https://id.wikipedia.org/wiki/Meriam_Bellina,,Apr 10 1965,,0
Merry Andani,https://id.wikipedia.org/wiki/Merry_Andani,,Nov 1 1969,,0
Mikha Tambayong,https://id.wikipedia.org/wiki/Mikha_Tambayong,,Sep 15 1994,,0
Mila Rosa,https://id.wikipedia.org/wiki/Mila_Rosa,,Mar 16 1973,,0
Misye Arsita,https://id.wikipedia.org/wiki/Misye_Arsita,,,,0
Monita Tahalea,https://id.wikipedia.org/wiki/Monita_Tahalea,,Jul 21 1987,,0
Moza,https://id.wikipedia.org/wiki/Moza_Simanjuntak,,May 8 1979,,0
Mulan Jameela,https://id.wikipedia.org/wiki/Mulan_Jameela,,Aug 23 1979,,0
Mutya Lorenza,https://id.wikipedia.org/wiki/Mutya_Lorenza,./foto/Mutya_lorenza.jpg,Apr 27 1986,,0
Mytha Lestari,https://id.wikipedia.org/wiki/Mytha_Lestari,,Jun 29 1991,,0
Nadia Vega,https://id.wikipedia.org/wiki/Nadia_Vega,,Dec 12 1987,,0
Nadila,https://id.wikipedia.org/wiki/Nadila,,Dec 28 1978,,0
Nadya Fatira,https://id.wikipedia.org/wiki/Nadya_Fatira,,,,0
Nafa Urbach,https://id.wikipedia.org/wiki/Nafa_Urbach,,Jun 15 1980,,0
Nana Lee,https://id.wikipedia.org/wiki/Nana_Lee,,,,0
Nani Sugianto,https://id.wikipedia.org/wiki/Nani_Sugianto,,Nov 26 1965,,0
Natasha Chairani,https://id.wikipedia.org/wiki/Natasha_Chairani,,,,0
Naura,https://id.wikipedia.org/wiki/Adyla_Rafa_Naura_Ayu,,,,0
Nella Kharisma,https://id.wikipedia.org/wiki/Nella_Kharisma,,Nov 04 1994,,0
Nella Regar,https://id.wikipedia.org/wiki/Nella_Regar,,,,0
Nenny Triana,https://id.wikipedia.org/wiki/Nenny_Triana,,May 23 1955,,0
Neno,https://id.wikipedia.org/wiki/Neno_Warisman,,Jun 21 1964,,0
Neonomora,https://id.wikipedia.org/wiki/Neonomora,./foto/Neonomora.jpg,May 16 1988,2014:09:07,0
Netta Puspita,https://id.wikipedia.org/wiki/Netta_Puspita,,Feb 26 1976,,0
Nia Daniaty,https://id.wikipedia.org/wiki/Nia_Daniaty,,Apr 17 1964,,0
Nia Paramitha,https://id.wikipedia.org/wiki/Nia_Paramitha,,Jul 17 1978,,0
Nia Zulkarnaen,https://id.wikipedia.org/wiki/Nia_Zulkarnaen,,Jun 19 1970,,0
Nicky Astria,https://id.wikipedia.org/wiki/Nicky_Astria,,Oct 18 1967,,0
Nike Ardilla,https://id.wikipedia.org/wiki/Nike_Ardilla,./foto/Nike_Ardilla.jpg,Dec 27 1975,,0
Nikita,https://id.wikipedia.org/wiki/Natashia_Nikita,,,,0
Nikita Willy,https://id.wikipedia.org/wiki/Nikita_Willy,,Jun 29 1994,,0
Nina Tamam,https://id.wikipedia.org/wiki/Nina_Tamam,,Mar 29 1975,,0
Nindy,https://id.wikipedia.org/wiki/Nindy,,,,0
Nindy Ellesse,https://id.wikipedia.org/wiki/Nindy_Ellesse,,,,0
Nini Carlina,https://id.wikipedia.org/wiki/Nini_Carlina,,Jul 12 1976,,0
Nining Meida,https://id.wikipedia.org/wiki/Nining_Meida,,Jun 6 1966,,0
Nira Diana,https://id.wikipedia.org/wiki/Nira_Diana,,,,0
Nita Thalia,https://id.wikipedia.org/wiki/Nita_Thalia,,Oct 10 1982,,0
Nita Tilana,https://id.wikipedia.org/wiki/Nita_Tilana,,Oct 8 1967,,0
Nola Tilaar,https://id.wikipedia.org/wiki/Nola_Tilaar,./foto/Nola_Tilaar.jpg,Sep 27 1959,,0
Norma Sanger,https://id.wikipedia.org/wiki/Norma_Sanger,,,,0
Nourma Yunita,https://id.wikipedia.org/wiki/Nourma_Yunita,,Jun 06 1965,,0
Novia Kolopaking,https://id.wikipedia.org/wiki/Novia_Kolopaking,,Nov 9 1972,,0
Novita Dewi,https://id.wikipedia.org/wiki/Novita_Dewi,,Nov 15 1978,,0
Nowela,https://id.wikipedia.org/wiki/Nowela_Elizabeth_Auparay,,,,0
Nuke,https://id.wikipedia.org/wiki/Nuke,,,,0
Nunung Wardiman,https://id.wikipedia.org/wiki/Nunung_Wardiman,,Jul 1 1960,,0
Nur Afni Octavia,https://id.wikipedia.org/wiki/Nur_Afni_Octavia,,Oct 27 1958,,0
Nyi Tjondrolukito,https://id.wikipedia.org/wiki/Nyi_Tjondrolukito,,,,0
Olive,https://id.wikipedia.org/wiki/Olive_Latuputty,./foto/Olive_Latuputty.jpg,Feb 15 1981,2011:06:20,0
Oppie Andaresta,https://id.wikipedia.org/wiki/Oppie_Andaresta,,,,0
Paquita,https://id.wikipedia.org/wiki/Paquita_Widjaya,,Jul 2 1970,,0
Paramitha Rusady,https://id.wikipedia.org/wiki/Paramitha_Rusady,,Aug 11 1966,,0
Peppi Kamadhatu,https://id.wikipedia.org/wiki/Peppi_Kamadhatu,,Aug 10 1976,,0
Pinkan Mambo,https://id.wikipedia.org/wiki/Pinkan_Mambo,,Nov 11 1980,,0
Poppy Mercury,https://id.wikipedia.org/wiki/Poppy_Mercury,./foto/Poppy_mercury_album_ke_4.jpg,Nov 15 1972,,0
Prilly Latuconsina,https://id.wikipedia.org/wiki/Prilly_Latuconsina,,Oct 15 1996,,0
Prilly Priscilla,https://id.wikipedia.org/wiki/Prilly_Priscilla,,May 11 1971,,0
Prisa,https://id.wikipedia.org/wiki/Prisa,,,,0
Puput Melati,https://id.wikipedia.org/wiki/Puput_Melati,,May 13 1983,,0
Puput Novel,https://id.wikipedia.org/wiki/Puput_Novel,./foto/Puput_Novel31.JPG,Aug 31 1974,2014:07:18,0
Puti Chitara,https://id.wikipedia.org/wiki/Puti_Chitara,,,,0
Radhini,https://id.wikipedia.org/wiki/Radhini,,,,0
Rafika Duri,https://id.wikipedia.org/wiki/Rafika_Duri,,,,0
Raisa,https://id.wikipedia.org/wiki/Raisa_Andriana,./foto/Raisa.png,Jun 6 1990,,0
Rani,https://id.wikipedia.org/wiki/Meliana_Pancarani,,,,0
Ratih Purwasih,https://id.wikipedia.org/wiki/Ratih_Purwasih,,Apr 1 1966,,0
Ratna Listy,https://id.wikipedia.org/wiki/Ratna_Listy,,Aug 2 1973,,0
Ratu Sikumbang,https://id.wikipedia.org/wiki/Ratu_Sikumbang,,Apr 2 1994,,0
Rebecca,https://id.wikipedia.org/wiki/Rebecca,,,,0
Regina,https://id.wikipedia.org/wiki/Regina_Ivanova,,,,0
Renny Djayoesman,https://id.wikipedia.org/wiki/Renny_Djayoesman,,,,0
Reza,https://id.wikipedia.org/wiki/Reza_Artamevia,,May 29 1973,,0
Ria Amelia,https://id.wikipedia.org/wiki/Ria_Amelia,,May 17 1983,,0
Ria Angelina,https://id.wikipedia.org/wiki/Ria_Angelina,,,,0
Ria Irawan,https://id.wikipedia.org/wiki/Ria_Irawan,,Jul 24 1969,,0
Ria Resty Fauzy,https://id.wikipedia.org/wiki/Ria_Resty_Fauzy,,,,0
Riani Sovana,https://id.wikipedia.org/wiki/Riani_Sovana,,,,0
Rida,https://id.wikipedia.org/wiki/Rida_Farida,,,,0
Rieka Roslan,https://id.wikipedia.org/wiki/Rieka_Roslan,,,,0
Rien Djamain,https://id.wikipedia.org/wiki/Rien_Djamain,,,,0
Rinni Wulandari,https://id.wikipedia.org/wiki/Rinni_Wulandari,,Apr 28 1990,,0
Rita Dinah Kandi,https://id.wikipedia.org/wiki/Rita_Dinah_Kandi,,,,0
Rita Effendy,https://id.wikipedia.org/wiki/Rita_Effendy,./foto/Rita_Effendy_%28foto_oleh_Wowkeren.com%29.jpg,Apr 26 1969,2005:10:13,0
Rita Sugiarto,https://id.wikipedia.org/wiki/Rita_Sugiarto,,Sep 19 1960,,0
Rita Zaharah,https://id.wikipedia.org/wiki/Rita_Zaharah,./foto/Rita_Zahara.jpg,Dec 5 1942,,0
Ritta Rubby Hartland,https://id.wikipedia.org/wiki/Ritta_Rubby_Hartland,,Apr 13 1960,,0
Riza Umami,https://id.wikipedia.org/wiki/Riza_Umami,./foto/Rizaumami.jpg,Aug 15 1956,,0
Rose Pandanwangi,https://id.wikipedia.org/wiki/Rose_Pandanwangi,,,,0
Rossa,https://id.wikipedia.org/wiki/Rossa,./foto/Rossa_Roslaina.jpg,Oct 9 1978,2017:02:23,0
Ruth Sahanaya,https://id.wikipedia.org/wiki/Ruth_Sahanaya,,,,0
Sania,https://id.wikipedia.org/wiki/Sania,./foto/Sania_%28foto_oleh_Wahyu_Setiawan%29.jpg,Dec 29 1975,,0
Santi Sardi,https://id.wikipedia.org/wiki/Santi_Sardi,./foto/Santi_sardi.jpg,Jun 3 1969,,0
Sarah Azhari,https://id.wikipedia.org/wiki/Sarah_Azhari,,Jun 16 1978,,0
Saras Dewi,https://id.wikipedia.org/wiki/Saras_Dewi,./foto/SrsDwi.jpg,Sep 16 1983,,0
Sari Yok Koeswoyo,https://id.wikipedia.org/wiki/Sari_Yok_Koeswoyo,,Aug 20 1968,,0
Sarita Fraya,https://id.wikipedia.org/wiki/Sarita_Fraya,./foto/Sarita_Fraya.jpeg,Feb 10 1990,,0
Saski,https://id.wikipedia.org/wiki/Saskia,,Nov 13 1989,,0
Shae,https://id.wikipedia.org/wiki/Shae,,Feb 16 1994,,0
Shakila,https://id.wikipedia.org/wiki/Shakila,,,,0
Shamila Cahya,https://id.wikipedia.org/wiki/Shamila_Cahya,,Jul 16 1982,,0
Shanty,https://id.wikipedia.org/wiki/Shanty,./foto/Shanty_%28foto_oleh_Adi_Wahono%29.jpg,Dec 30 1978,,0
Shazlin,https://id.wikipedia.org/wiki/Shazlin,./foto/Shazlin.jpeg,Jun 21 1994,,0
Shelomita,https://id.wikipedia.org/wiki/Shelomita,,Nov 24 1974,,0
Sherina,https://id.wikipedia.org/wiki/Sherina,./foto/SherinaMunaf.jpg,Jun 11 1990,2011:07:29,0
Sheryl Sheinafia,https://id.wikipedia.org/wiki/Sheryl_Sheinafia,,,,0
Sherly Malinton,https://id.wikipedia.org/wiki/Sherly_Malinton,,Feb 24 1963,,0
Sherly O,https://id.wikipedia.org/wiki/Sherly_O,./foto/Sherly_O.jpg,Oct 10 1979,,0
Sierra,https://id.wikipedia.org/wiki/Sierra,,Jun 26 1984,,0
Silva R. Kavadia,https://id.wikipedia.org/wiki/Silva_R._Kavadia,,Nov 14 1987,,0
Silvana Herman,https://id.wikipedia.org/wiki/Silvana_Herman,,,,0
Sisi,https://id.wikipedia.org/wiki/Sisi,./foto/SisiHapsari.png,Nov 1 1984,,0
Siti Badriah,https://id.wikipedia.org/wiki/Siti_Badriah,,Nov 11 1991,,0
Siti KDI,https://id.wikipedia.org/wiki/Siti_KDI,,Sep 15 1981,,0
Sophia Latjuba,https://id.wikipedia.org/wiki/Sophia_Latjuba,,Aug 8 1970,,0
Sulis,https://id.wikipedia.org/wiki/Sulis,,,,0
Sundari Soekotjo,https://id.wikipedia.org/wiki/Sundari_Sukoco,./foto/Sundari_Sukoco.jpg,Apr 14 1965,,0
Syaharani,https://id.wikipedia.org/wiki/Syaharani,,Jul 27 1971,,0
Syahrini,https://id.wikipedia.org/wiki/Syahrini,,Aug 1 1982,,0
Syatatha,https://id.wikipedia.org/wiki/Syatatha,,Aug 28 1994,,0
Sylvia Saartje,https://id.wikipedia.org/wiki/Sylvia_Saartje,,Sep 15 1956,,0
Tanty Josepha,https://id.wikipedia.org/wiki/Tanty_Josepha,./foto/Tanty_yosepha.jpg,Mar 22 1950,,0
Tasya,https://id.wikipedia.org/wiki/Tasya,./foto/Tasya_Kamila.jpg,Nov 22 1992,,0
Tere,https://id.wikipedia.org/wiki/Tere,,Sep 2 1979,,0
Terry,https://id.wikipedia.org/wiki/Terryana_Fatiah,,Jun 14 1984,,0
Tetty Kadi,https://id.wikipedia.org/wiki/Tetty_Kadi,./foto/Tetty_Kadi_in_Grage_Hotel%2C_Cirebon.jpg,Apr 3 1952,,0
Tetty Manurung,https://id.wikipedia.org/wiki/Tetty_Manurung,,Jun 8 1968,,0
Tia,https://id.wikipedia.org/wiki/Tia,./foto/Tia_Afi.jpeg,May 7 1982,,0
Tika,https://id.wikipedia.org/wiki/Tika,,,,0
Tika Bisono,https://id.wikipedia.org/wiki/Tika_Bisono,,Oct 1 1960,,0
Tika Ramlan,https://id.wikipedia.org/wiki/Kartika_Yudia_Ramlan,,Apr 5 1986,,0
Tina Toon,https://id.wikipedia.org/wiki/Tina_Toon,,Aug 20 1993,,0
Tio Fanta Pinem,https://id.wikipedia.org/wiki/Tio_Fanta_Pinem,,,,0
Titi DJ,https://id.wikipedia.org/wiki/Titi_DJ,,May 27 1966,,0
Titiek Puspa,https://id.wikipedia.org/wiki/Titiek_Puspa,./foto/Titiek_Puspa_Varia_cover.jpg,Nov 1 1937,2014:01:05,0
Titiek Sandhora,https://id.wikipedia.org/wiki/Titiek_Sandhora,,,,0
Titik Hamzah,https://id.wikipedia.org/wiki/Titik_Hamzah,,,,0
Trie Utami,https://id.wikipedia.org/wiki/Trie_Utami,,,,0
Tuti Maryati,https://id.wikipedia.org/wiki/Tuti_Maryati,,Oct 08 1956,,0
Tuty Subardjo,https://id.wikipedia.org/wiki/Tuty_Subardjo,,,,0
Tuty Wasiat,https://id.wikipedia.org/wiki/Tuty_Wasiat,,,,0
Ubiet,https://id.wikipedia.org/wiki/Ubiet,,,,0
Uci Bing Slamet,https://id.wikipedia.org/wiki/Uci_Bing_Slamet,,Feb 8 1963,,0
Ucie Nurul,https://id.wikipedia.org/wiki/Ucie_Nurul,,May 23 1973,,0
Ully Sigar Roesady,https://id.wikipedia.org/wiki/Ully_Sigar_Rusady,,,,0
Upit Sarimanah,https://id.wikipedia.org/wiki/Upit_Sarimanah,,Apr 16 1928,,0
Ussy,https://id.wikipedia.org/wiki/Ussy_Sulistiawaty,,Jul 13 1981,,0
