name,link,full_path,dob,taken
Mohamad Mochtar,https://id.wikipedia.org/wiki/Mohamad_Mochtar,./foto/Mohamad_Mochtar%2C_Film_Varia_1.6_%28May_1954%29%2C_p31.jpg,Jul 1 1918,
Mongol Stres,https://id.wikipedia.org/wiki/Mongol_Stres,,Sep 27 1978,
Morgan Oey,https://id.wikipedia.org/wiki/Morgan_Oey,./foto/Morgan_Oey.JPG,May 25 1990,2010:11:03
Muchsin Alatas,https://id.wikipedia.org/wiki/Muchsin_Alatas,,Feb 3 1944,
Mucle,https://id.wikipedia.org/wiki/Mucle,,Aug 25 1969,
Mudy Taylor,https://id.wikipedia.org/wiki/Mudy_Taylor,,,
Muhadkly Acho,https://id.wikipedia.org/wiki/Muhadkly_Acho,./foto/Achonew.jpg,Oct 16 1983,
Muhammad Difa Ryansyah,https://id.wikipedia.org/wiki/Muhammad_Difa_Ryansyah,,,
Muhammad Dwiky Riza,https://id.wikipedia.org/wiki/Muhammad_Dwiky_Riza,,,
Muhammad Fachroni,https://id.wikipedia.org/wiki/Muhammad_Fachroni,,Jul 19 1972,
Muhammad Fardhan,https://id.wikipedia.org/wiki/Muhammad_Fardhan,,Apr 13 1989,
Muhammad Reza Anugrah,https://id.wikipedia.org/wiki/Muhammad_Reza_Anugrah,,Mar 21 1994,
Muhammad Sidik Edward,https://id.wikipedia.org/wiki/Muhammad_Sidik_Edward,,Mar 22 1997,
Munajat Raditya,https://id.wikipedia.org/wiki/Munajat_Raditya,,,
Muni Cader,https://id.wikipedia.org/wiki/Muni_Cader,./foto/Munie_Cader%2C_Film_Varia_2.2_%28February_1955%29%2C_p42.jpg,Feb 2 1932,
Mustafa,https://id.wikipedia.org/wiki/Mustafa,,,
Nanu Mulyono,https://id.wikipedia.org/wiki/Nanu_Mulyono,./foto/NANU.jpg,Nov 17 1952,
Narji,https://id.wikipedia.org/wiki/Narji,,,
Nasir,https://id.wikipedia.org/wiki/Nasir_(seniman_lenong),,,
Natalius Chendana,https://id.wikipedia.org/wiki/Natalius_Chendana,,Dec 24 1987,
Nazar Amir,https://id.wikipedia.org/wiki/Nazar_Amir,,Dec 31 1949,
Nicholas Saputra,https://id.wikipedia.org/wiki/Nicholas_Saputra,,Feb 24 1984,
Nicky Tirta,https://id.wikipedia.org/wiki/Nicky_Tirta,,Jul 24 1983,
Nico Pelamonia,https://id.wikipedia.org/wiki/Nico_Pelamonia,,Mar 16 1940,
Nino Fernandez,https://id.wikipedia.org/wiki/Nino_Fernandez,,,
Nirwan Dewanto,https://id.wikipedia.org/wiki/Nirwan_Dewanto,,,
Nizar Zulmi,https://id.wikipedia.org/wiki/Nizar_Zulmi,,,
Norman Akyuwen,https://id.wikipedia.org/wiki/Norman_Akyuwen,,,
Noval Kurnia,https://id.wikipedia.org/wiki/Noval_Kurnia,,Nov 12 1982,
Novie Chandra,https://id.wikipedia.org/wiki/Novie_Chandra,,Nov 30 1963,
Oka Antara,https://id.wikipedia.org/wiki/Oka_Antara,,Jul 8 1981,
Oka Sugawa,https://id.wikipedia.org/wiki/Oka_Sugawa,,Sep 9 1977,
Okan Kornelius,https://id.wikipedia.org/wiki/Okan_Kornelius,,Oct 24 1979,
Olga Syahputra,https://id.wikipedia.org/wiki/Olga_Syahputra,,Feb 8 1983,
Ony Syahrial,https://id.wikipedia.org/wiki/Ony_Syahrial,,May 10 1974,
Onky Alexander,https://id.wikipedia.org/wiki/Onky_Alexander,,Sep 29 1965,
Opi Bachtiar,https://id.wikipedia.org/wiki/Opi_Bachtiar,,May 9 1982,
Opick,https://id.wikipedia.org/wiki/Opick,,Mar 16 1974,
Opie Kumis,https://id.wikipedia.org/wiki/Opie_Kumis,,Mar 17 1960,
Oslan Husein,https://id.wikipedia.org/wiki/Oslan_Husein,./foto/Oslan-husein-5.jpg,Apr 8 1931,
Otig Pakis,https://id.wikipedia.org/wiki/Otig_Pakis,,Aug 4 1960,
Otis Pamutih,https://id.wikipedia.org/wiki/Otis_Pamutih,,Dec 14 1946,
Otto Djauhari,https://id.wikipedia.org/wiki/Otto_Djauhari,,Jul 30 1972,
Ozy Syahputra,https://id.wikipedia.org/wiki/Ozy_Syahputra,,Dec 1 1962,
Ozzol Ramdan,https://id.wikipedia.org/wiki/Ozzol_Ramdan,,Sep 9 1978,
Pak Tarno,https://id.wikipedia.org/wiki/Pak_Tarno,,,
Pak Tile,https://id.wikipedia.org/wiki/Pak_Tile,,,
Pandji Pragiwaksono,https://id.wikipedia.org/wiki/Pandji_Pragiwaksono,./foto/Pandji_Social_Movement_Festival_Rotaract_Semanggi_Hariadhi.jpg,Jun 18 1979,
Pangky Suwito,https://id.wikipedia.org/wiki/Pangky_Suwito,,,
Parto,https://id.wikipedia.org/wiki/Parto,,Apr 17 1961,
Parto Tegal,https://id.wikipedia.org/wiki/Parto_Tegal,,Aug 17 1940,
Paul Agusta,https://id.wikipedia.org/wiki/Paul_Agusta,,Sep 1 1980,
Paul Polii,https://id.wikipedia.org/wiki/Paul_Polii,,Jun 26 1926,
Pepeng,https://id.wikipedia.org/wiki/Pepeng,./foto/Peng-tami-300x451.gif,Sep 23 1954,
Pepi,https://id.wikipedia.org/wiki/Pepi,./foto/Pepi_HP.jpg,Nov 7 1975,2009:07:21
Petra Sihombing,https://id.wikipedia.org/wiki/Petra_Sihombing,,,
Pierre Gruno,https://id.wikipedia.org/wiki/Pierre_Gruno,./foto/Pierre_Gruno.jpg,Aug 29 1948,2006:02:24
Pierre Rolland,https://id.wikipedia.org/wiki/Pierre_Rolland,,Apr 14 1979,
Piet Pagau,https://id.wikipedia.org/wiki/Piet_Pagau,,Feb 23 1951,
Pitrajaya Burnama,https://id.wikipedia.org/wiki/Pitrajaya_Burnama,./foto/Piet_Burnama.jpg,Aug 8 1934,
Piyu,https://id.wikipedia.org/wiki/Piyu,,Jul 15 1973,
Polo,https://id.wikipedia.org/wiki/Polo_(pelawak),,,
Ponco Buwono,https://id.wikipedia.org/wiki/Ponco_Buwono,,Jul 5 1972,
Pong Hardjatmo,https://id.wikipedia.org/wiki/Pong_Hardjatmo,,Sep 13 1942,
Pria Bombom,https://id.wikipedia.org/wiki/Pria_Bombom,,,
Primus Yustisio,https://id.wikipedia.org/wiki/Primus_Yustisio,,Aug 17 1977,
Putra Dinata,https://id.wikipedia.org/wiki/Putra_Dinata,,,
Putu Wijaya,https://id.wikipedia.org/wiki/Putu_Wijaya,,,
Qausar Harta Yudana,https://id.wikipedia.org/wiki/Qausar_Harta_Yudana,,Sep 2 1992,
Qubil AJ,https://id.wikipedia.org/wiki/Qubil_AJ,,,
Rachmat Hidayat,https://id.wikipedia.org/wiki/Rachmat_Hidayat,./foto/Rachmat_Hidayat_%28foto_dokumen_RMOL%29.jpg,Jul 3 1933,
Rachmat Kartolo,https://id.wikipedia.org/wiki/Rachmat_Kartolo,./foto/Rachmat_Kartolo_and_Wilsa%2C_Kunanti_Djawabmu%2C_1963_%28portrait_1%29.jpg,Mar 13 1938,
Radhit Syam,https://id.wikipedia.org/wiki/Radhit_Syam,,,
Raditya Dika,https://id.wikipedia.org/wiki/Raditya_Dika,,Dec 28 1984,
Rafael Tan,https://id.wikipedia.org/wiki/Rafael_Tan,,Nov 6 1986,
Rafi Cinoun,https://id.wikipedia.org/wiki/Rafi_Cinoun,./foto/Rafi_Cinoun.jpg,Dec 26 1985,
Raffi Ahmad,https://id.wikipedia.org/wiki/Raffi_Ahmad,,,
Rahman Yakob,https://id.wikipedia.org/wiki/Rahman_Yakob,,Feb 17 1959,
Raka Hutchison,https://id.wikipedia.org/wiki/Raka_Hutchison,,May 23 1993,
Rako Prijanto,https://id.wikipedia.org/wiki/Rako_Prijanto,,May 4 1973,
Rama Michael,https://id.wikipedia.org/wiki/Rama_Michael,,May 28 1984,
Ramon Y. Tungka,https://id.wikipedia.org/wiki/Ramon_Y._Tungka,,Jun 2 1984,
Ramzi,https://id.wikipedia.org/wiki/Ramzi,,May 23 1976,
Randy Martin,https://id.wikipedia.org/wiki/Randy_Martin,,,
Randy Pangalila,https://id.wikipedia.org/wiki/Randy_Pangalila,,Oct 19 1990,
Rangga Azof,https://id.wikipedia.org/wiki/Rangga_Azof,./foto/RanggaAzof.jpg,May 6 1989,
Rangga Djoned,https://id.wikipedia.org/wiki/Rangga_Djoned,,Apr 18 1980,
Rangga Moela,https://id.wikipedia.org/wiki/Rangga_Moela,,,
Rano Karno,https://id.wikipedia.org/wiki/Rano_Karno,,,
Rasheed Ali,https://id.wikipedia.org/wiki/Rasheed_Ali,,Jun 8 1981,
Rasyid Karim,https://id.wikipedia.org/wiki/Rasyid_Karim,,,
Ratno Timoer,https://id.wikipedia.org/wiki/Ratno_Timoer,./foto/Ratno_timoer.jpg,Mar 8 1942,
Ray Sahetapy,https://id.wikipedia.org/wiki/Ray_Sahetapy,,,
Rayn Wijaya,https://id.wikipedia.org/wiki/Rayn_Wijaya,,Oct 26 1995,
Rayhan Febrian,https://id.wikipedia.org/wiki/Rayhan_Febrian,,Feb 23 1990,
Raza Adhanzio,https://id.wikipedia.org/wiki/Raza_Adhanzio,,,
Rd Mochtar,https://id.wikipedia.org/wiki/Rd_Mochtar,,,
Remy Silado,https://id.wikipedia.org/wiki/Remy_Silado,,,
Renaldo Thompson,https://id.wikipedia.org/wiki/Renaldo_Thompson,,Dec 25 1986,
Rendi Bragi,https://id.wikipedia.org/wiki/Rendi_Bragi,,Apr 30 1975,
Rendra Karno,https://id.wikipedia.org/wiki/Rendra_Karno,./foto/Raden_Sukarno%2C_Film_Varia_1.8_%28July_1954%29%2C_p31.jpg,May 7 1920,2013:12:11
Rendy Ahmad,https://id.wikipedia.org/wiki/Rendy_Ahmad,,Dec 24 1992,
Rendy Kjaernett,https://id.wikipedia.org/wiki/Rendy_Kjaernett,,Jul 1 1988,
Rendy Ramadhani,https://id.wikipedia.org/wiki/Rendy_Ramadhani,,,
Rendy Septino,https://id.wikipedia.org/wiki/Rendy_Septino,,Sep 22 1988,
Restu Sinaga,https://id.wikipedia.org/wiki/Restu_Sinaga,,Sep 21 1974,
Reuben Elishama,https://id.wikipedia.org/wiki/Reuben_Elishama,,Sep 18 1978,
Revaldo,https://id.wikipedia.org/wiki/Revaldo,,Jun 18 1982,
Revand Narya,https://id.wikipedia.org/wiki/Revand_Narya,,Oct 24 1988,
Reynold Hamzah,https://id.wikipedia.org/wiki/Reynold_Hamzah,,Mar 14 1982,
Reynold Panggabean,https://id.wikipedia.org/wiki/Reynold_Panggabean,,,
Reynold Surbakti,https://id.wikipedia.org/wiki/Reynold_Surbakti,,,
Reza Aditya,https://id.wikipedia.org/wiki/Reza_Aditya,,May 07 1986,
Reza Bukan,https://id.wikipedia.org/wiki/Reza_Bukan,,Nov 26 1980,
Reza Nangin,https://id.wikipedia.org/wiki/Reza_Nangin,,Mar 23 1983,
Reza Pahlevi,https://id.wikipedia.org/wiki/Reza_Pahlevi,,Dec 23 1985,
Reza Rahadian,https://id.wikipedia.org/wiki/Reza_Rahadian,,Mar 05 1987,
Rezky Aditya,https://id.wikipedia.org/wiki/Rezky_Aditya,,Feb 26 1985,
Rhoma Irama,https://id.wikipedia.org/wiki/Rhoma_Irama,./foto/Rhoma_Irama-cropped.jpg,Dec 11 1946,
Richard Kevin,https://id.wikipedia.org/wiki/Richard_Kevin,./foto/Richard_Kevin.JPG,Dec 29 1980,
Richie Ricardo,https://id.wikipedia.org/wiki/Richie_Ricardo,,,
Ricky Cuaca,https://id.wikipedia.org/wiki/Ricky_Cuaca,,Sep 27 1988,
Ricky Harun,https://id.wikipedia.org/wiki/Ricky_Harun,,,
Ricky Komo,https://id.wikipedia.org/wiki/Ricky_Komo,,May 8 1985,
Ricky Malau,https://id.wikipedia.org/wiki/Ricky_Malau,,,
Ricky Perdana,https://id.wikipedia.org/wiki/Ricky_Perdana,./foto/RickyPerdana.jpg,Apr 6 1981,
Rico Karindra,https://id.wikipedia.org/wiki/Rico_Karindra,,,
Rico Tampatty,https://id.wikipedia.org/wiki/Rico_Tampatty,,Apr 11 1964,
Rico Verald,https://id.wikipedia.org/wiki/Rico_Verald,,Apr 29 1988,
Ridho Rhoma,https://id.wikipedia.org/wiki/Ridho_Rhoma,,,
Ridwan Ghani,https://id.wikipedia.org/wiki/Ridwan_Ghani,,Feb 3 1988,
Rifky Balweel,https://id.wikipedia.org/wiki/Rifky_Balweel,,Mar 27 1990,
Rikas Harsa,https://id.wikipedia.org/wiki/Rikas_Harsa,,Jul 7 1980,
Ringgo Agus Rahman,https://id.wikipedia.org/wiki/Ringgo_Agus_Rahman,,Aug 12 1982,
Rio Dewanto,https://id.wikipedia.org/wiki/Rio_Dewanto,./foto/Rio_Dewanto.jpg,Aug 28 1987,
Rio Reifan,https://id.wikipedia.org/wiki/Rio_Reifan,,Feb 25 1985,
Rionaldo Stockhorst,https://id.wikipedia.org/wiki/Rionaldo_Stockhorst,,Apr 24 1982,
Riyanto RA,https://id.wikipedia.org/wiki/Riyanto_RA,,,
Riza Shahab,https://id.wikipedia.org/wiki/Riza_Shahab,,Oct 25 1989,
Rizal Djibran,https://id.wikipedia.org/wiki/Rizal_Djibran,,Aug 29 1977,
Rizal Idrus,https://id.wikipedia.org/wiki/Rizal_Idrus,,,
Rizky Alatas,https://id.wikipedia.org/wiki/Rizky_Alatas,,Jul 27 1991,
Rizky Black,https://id.wikipedia.org/wiki/Rizky_Black,,Mar 22 1998,
Rizky Hanggono,https://id.wikipedia.org/wiki/Rizky_Hanggono,,Sep 16 1980,
Rizky Julio,https://id.wikipedia.org/wiki/Rizky_Julio,,Jul 4 1996,
Rizky Mocil,https://id.wikipedia.org/wiki/Rizky_Mocil,,Apr 1 1986,
Rizky Nazar,https://id.wikipedia.org/wiki/Rizky_Nazar,,,
Rizky Sule,https://id.wikipedia.org/wiki/Rizky_Sule,,,
Robert Syarif,https://id.wikipedia.org/wiki/Robert_Syarif,,,
Robby Shine,https://id.wikipedia.org/wiki/Robby_Shine,,Jul 8 1983,
Robby Sugara,https://id.wikipedia.org/wiki/Robby_Sugara,,,
Robby Tumewu,https://id.wikipedia.org/wiki/Robby_Tumewu,,Dec 4 1953,
Rocky Jeff,https://id.wikipedia.org/wiki/Rocky_Jeff,,Dec 12 1981,
Roger Danuarta,https://id.wikipedia.org/wiki/Roger_Danuarta,,May 20 1982,
Ronal Surapradja,https://id.wikipedia.org/wiki/Ronal_Surapradja,,May 26 1977,
Ronald Gustav,https://id.wikipedia.org/wiki/Ronald_Gustav,,Nov 4 1985,
Roni Galoeng,https://id.wikipedia.org/wiki/Roni_Galoeng,,,
Ronny P Tjandra,https://id.wikipedia.org/wiki/Ronny_P_Tjandra,,,
Rony Dozer,https://id.wikipedia.org/wiki/Rony_Dozer,,Aug 20 1975,
Roy Karyadi,https://id.wikipedia.org/wiki/Roy_Karyadi,,Sep 22 1947,
Roy Marten,https://id.wikipedia.org/wiki/Roy_Marten,./foto/Signature_of_Roy_Marten.svg,Mar 1 1952,
Rozie Mahally,https://id.wikipedia.org/wiki/Rozie_Mahally,,,
Ruben Onsu,https://id.wikipedia.org/wiki/Ruben_Onsu,,Aug 15 1983,
Rudy Salam,https://id.wikipedia.org/wiki/Rudy_Salam,,Dec 3 1948,
Rudy Wowor,https://id.wikipedia.org/wiki/Rudy_Wowor,,Dec 13 1943,
Ruhut Sitompul,https://id.wikipedia.org/wiki/Ruhut_Sitompul,,,
Rully Fiss,https://id.wikipedia.org/wiki/Rully_Fiss,,Oct 17 1984,
Ryan Adriandhy,https://id.wikipedia.org/wiki/Ryan_Adriandhy,./foto/Ryan-adriandhy.jpg,Jun 15 1990,
Ryan Delon,https://id.wikipedia.org/wiki/Ryan_Delon,,Dec 13 1984,
Ryan Hidayat,https://id.wikipedia.org/wiki/Ryan_Hidayat,./foto/Ryan_Hidayat.jpg,Sep 11 1970,
Ryan Syehan,https://id.wikipedia.org/wiki/Ryan_Syehan,,Oct 10 1987,
S. Bagio,https://id.wikipedia.org/wiki/S._Bagio,,Mar 3 1933,
S. Bono,https://id.wikipedia.org/wiki/S._Bono,,,
S. Poniman,https://id.wikipedia.org/wiki/S._Poniman,,,
S. Waldy,https://id.wikipedia.org/wiki/S._Waldy,,,
Sadha Triyudha,https://id.wikipedia.org/wiki/Sadha_Triyudha,,,
Sahrul Gunawan,https://id.wikipedia.org/wiki/Sahrul_Gunawan,,May 23 1976,
Saiful Jamil,https://id.wikipedia.org/wiki/Saiful_Jamil,,Jul 31 1980,
Sakurta Ginting,https://id.wikipedia.org/wiki/Sakurta_Ginting,,Apr 18 1995,
Salim Bungsu,https://id.wikipedia.org/wiki/Salim_Bungsu,,Mar 5 1960,
Sam Bimbo,https://id.wikipedia.org/wiki/Samsudin_Hardjakusumah,,May 6 1942,
Sam Brodie,https://id.wikipedia.org/wiki/Sam_Brodie,,Mar 14 1987,
Samuel Rizal,https://id.wikipedia.org/wiki/Samuel_Rizal,,Nov 26 1980,
Samuel Zylgwyn,https://id.wikipedia.org/wiki/Samuel_Zylgwyn,,Jul 22 1988,
Sandro Tobing,https://id.wikipedia.org/wiki/Sandro_Tobing,,Mar 17 1963,
Sandy Nayoan,https://id.wikipedia.org/wiki/Sandy_Nayoan,,Oct 18 1970,
Sandy Suwardi Hassan,https://id.wikipedia.org/wiki/Sandy_Suwardi_Hassan,./foto/Sandy_Suwardi_Hassan.jpg,Sep 22 1931,
Sandy Taroreh,https://id.wikipedia.org/wiki/Sandy_Taroreh,,,
Sandy Tumiwa,https://id.wikipedia.org/wiki/Sandy_Tumiwa,,,
Sapto Soetarjo,https://id.wikipedia.org/wiki/Sapto_Soetarjo,,,
Sean Hasyim,https://id.wikipedia.org/wiki/Sean_Hasyim,,Oct 23 1989,
Sellen Fernandez,https://id.wikipedia.org/wiki/Sellen_Fernandez,,Nov 18 1962,
Sena A. Utoyo,https://id.wikipedia.org/wiki/Sena_A._Utoyo,,Jul 7 1953,
Septian Dwi Cahyo,https://id.wikipedia.org/wiki/Septian_Dwi_Cahyo,,Sep 4 1968,
Shandy Syarif,https://id.wikipedia.org/wiki/Shandy_Syarif,,Nov 24 1978,
Shawn Adrian Khulafa,https://id.wikipedia.org/wiki/Shawn_Adrian_Khulafa,,Oct 22 1998,
Sigit Hardadi,https://id.wikipedia.org/wiki/Sigit_Hardadi,,Sep 27 1957,
Sjuman Djaya,https://id.wikipedia.org/wiki/Sjuman_Djaya,./foto/Sjuman_Djaya.jpg,Aug 5 1934,
Slamet Rahardjo,https://id.wikipedia.org/wiki/Slamet_Rahardjo,,,
Soekarno M. Noer,https://id.wikipedia.org/wiki/Soekarno_M._Noer,./foto/Sukarno_M_Noor%2C_Film_Varia_1.8_%28July_1954%29%2C_p7.jpg,Sep 13 1931,2013:12:11
Sogi Indra Dhuaja,https://id.wikipedia.org/wiki/Sogi_Indra_Dhuaja,./foto/Sogi_Indra_Dhuaja.jpg,Sep 7 1977,2008:03:09
Sol Saleh,https://id.wikipedia.org/wiki/Sol_Saleh,./foto/Sol_saleh.jpg,Mar 3 1933,
Soleh Solihun,https://id.wikipedia.org/wiki/Soleh_Solihun,,,
Sophan Sophian,https://id.wikipedia.org/wiki/Sophan_Sophian,./foto/Sophan_Sophian.jpg,Apr 26 1944,2007:01:03
Soultan Saladin,https://id.wikipedia.org/wiki/Soultan_Saladin,,Oct 21 1949,
Stefan William,https://id.wikipedia.org/wiki/Steven_William,,Aug 11 1993,
Steve Emmanuel,https://id.wikipedia.org/wiki/Steve_Emmanuel,,Oct 17 1983,
Stuart Collin,https://id.wikipedia.org/wiki/Stuart_Collin,,Sep 28 1990,
Sualudin,https://id.wikipedia.org/wiki/Sualudin,,Aug 31 1981,
Subarkah Hadisarjana,https://id.wikipedia.org/wiki/Subarkah_Hadisarjana,,Jun 25 1958,
Sujiwo Tejo,https://id.wikipedia.org/wiki/Sujiwo_Tejo,,,
Sukma Perdana Manaf,https://id.wikipedia.org/wiki/Sukma_Perdana_Manaf,,,
Sule,https://id.wikipedia.org/wiki/Entis_Sutisna,,Nov 15 1976,
Sultan Djorghi,https://id.wikipedia.org/wiki/Sultan_Djorghi,,Nov 19 1976,
Sulton Max,https://id.wikipedia.org/wiki/Sulton_Max,,Oct 11 1993,
Sunny Soon,https://id.wikipedia.org/wiki/Sunny_Soon,,Jul 13 1984,
Surya Insomnia,https://id.wikipedia.org/wiki/Surya_Insomnia,,Dec 9 1986,
Surya Saputra,https://id.wikipedia.org/wiki/Surya_Saputra,,Jul 5 1975,
Suryana Fattah,https://id.wikipedia.org/wiki/Suryana_Fattah,,,
Susilo Badar,https://id.wikipedia.org/wiki/Susilo_Badar,,,
Sutan Simatupang,https://id.wikipedia.org/wiki/Sutan_Simatupang,,Jul 18 1974,
Sutopo HS,https://id.wikipedia.org/wiki/Sutopo_HS,,Aug 23 1934,
Syaiful Ahyar,https://id.wikipedia.org/wiki/Syaiful_Ahyar,,May 5 1993,
Syamsuri Kaempuan,https://id.wikipedia.org/wiki/Syamsuri_Kaempuan,,Apr 25 1936,
Sys NS,https://id.wikipedia.org/wiki/Sys_NS,,,
Tabah Penemuan,https://id.wikipedia.org/wiki/Tabah_Penemuan,,Feb 02 1971,
Tan Tjeng Bok,https://id.wikipedia.org/wiki/Tan_Tjeng_Bok,./foto/Tan_tjeng_bok.jpg,Apr 30 1899,
Tanta Ginting,https://id.wikipedia.org/wiki/Tanta_Ginting,,Oct 16 1981,
Tantowi Yahya,https://id.wikipedia.org/wiki/Tantowi_Yahya,./foto/Ty3.jpg,Oct 29 1960,
Tarra Budiman,https://id.wikipedia.org/wiki/Tarra_Budiman,,Sep 22 1986,
Tarzan,https://id.wikipedia.org/wiki/Tarzan_(pelawak),,,
Tasa Rudman,https://id.wikipedia.org/wiki/Tasa_Rudman,./foto/Tasa_Rudman.jpg,Apr 21 1986,
Tasman Taher,https://id.wikipedia.org/wiki/Tasman_Taher,,,
Tata Liem,https://id.wikipedia.org/wiki/Tata_Liem,,Feb 27 1976,
Tb. Maulana Husni,https://id.wikipedia.org/wiki/Tb._Maulana_Husni,,Aug 15 1936,
Teddy Purba,https://id.wikipedia.org/wiki/Teddy_Purba,,,
Teddy Syah,https://id.wikipedia.org/wiki/Teddy_Syah,,Jul 21 1974,
Tegar Satria,https://id.wikipedia.org/wiki/Tegar_Satria,,Aug 18 1982,
Temmy Rahadi,https://id.wikipedia.org/wiki/Temmy_Rahadi,,Apr 11 1984,
Temon,https://id.wikipedia.org/wiki/Simson_Rarameha,,,
Tengku Firmansyah,https://id.wikipedia.org/wiki/Tengku_Firmansyah,,Sep 15 1977,
Tessy,https://id.wikipedia.org/wiki/Tessy,,Dec 31 1947,
Teuku Rassya,https://id.wikipedia.org/wiki/Teuku_Rassya,,Feb 4 1999,
Teuku Rifnu Wikana,https://id.wikipedia.org/wiki/Teuku_Rifnu_Wikana,,Aug 3 1980,
Teuku Ryan,https://id.wikipedia.org/wiki/Teuku_Ryan,,Oct 23 1975,
Teuku Wisnu,https://id.wikipedia.org/wiki/Teuku_Wisnu,,Mar 4 1985,
Teuku Zacky,https://id.wikipedia.org/wiki/Teuku_Zacky,,,
Thomas Djorghi,https://id.wikipedia.org/wiki/Thomas_Djorghi,,Jun 12 1969,
Thomas Nawilis,https://id.wikipedia.org/wiki/Thomas_Nawilis,,Nov 26 1978,
Tim Matindas,https://id.wikipedia.org/wiki/Tim_Matindas,,Sep 8 1986,
Timbul Suhardi,https://id.wikipedia.org/wiki/Timbul_Suhardi,,Dec 28 1942,
Tino Karno,https://id.wikipedia.org/wiki/Tino_Karno,,Feb 9 1959,
Tino Saroengallo,https://id.wikipedia.org/wiki/Tino_Saroengallo,,Jul 10 1958,
Tio Duarte,https://id.wikipedia.org/wiki/Tio_Duarte,./foto/Tio_Duarte_Sinetron_Badai_Pasti_Berlalu.jpg,Aug 18 1975,
Tio Pakusadewo,https://id.wikipedia.org/wiki/Tio_Pakusadewo,,Sep 2 1963,
Tommy Kaganangan,https://id.wikipedia.org/wiki/Tommy_Kaganangan,,Oct 15 1996,
Tommy Kurniawan,https://id.wikipedia.org/wiki/Tommy_Kurniawan,,Sep 15 1984,
Tony Taulo,https://id.wikipedia.org/wiki/Tony_Taulo,,,
Tora Sudiro,https://id.wikipedia.org/wiki/Tora_Sudiro,,,
Torro Margens,https://id.wikipedia.org/wiki/Torro_Margens,,Jul 5 1950,
Totos Rasiti,https://id.wikipedia.org/wiki/Totos_Rasiti,,Aug 24 1971,
Trisa Triandesa,https://id.wikipedia.org/wiki/Trisa_Triandesa,,Dec 20 1984,
Tukul Arwana,https://id.wikipedia.org/wiki/Tukul_Arwana,,Oct 16 1963,
Turino Djunaedy,https://id.wikipedia.org/wiki/Turino_Djunaedy,./foto/Turino_Djunaedy%2C_Film_Varia_1.4_%28March_1954%29%2C_p16.jpg,Jun 6 1927,
Ucok Baba,https://id.wikipedia.org/wiki/Ucok_Baba,,May 10 1971,
Ucok Harahap,https://id.wikipedia.org/wiki/Ucok_Harahap,,,
Ucup Nirin,https://id.wikipedia.org/wiki/Ucup_Nirin,,Feb 18 1972,
Udin Nga Nga,https://id.wikipedia.org/wiki/Udin_Nga_Nga,,Feb 19 1965,
Udjang,https://id.wikipedia.org/wiki/Udjang,,Dec 23 1904,
Udjo,https://id.wikipedia.org/wiki/Djoni_Permato,,Aug 29 1971,
Uli Herdinansyah,https://id.wikipedia.org/wiki/Uli_Herdinansyah,./foto/Uli_Herdinansyah.jpg,Jul 19 1976,
Umar Lubis,https://id.wikipedia.org/wiki/Umar_Lubis,./foto/Umar_Lubis.jpg,Jul 14 ,
Umar Machdam,https://id.wikipedia.org/wiki/Umar_Machdam,,,
Umar Syarief,https://id.wikipedia.org/wiki/Umar_Syarief_(aktor),,Dec 21 1985,
Umay Shahab,https://id.wikipedia.org/wiki/Umay_Shahab,,Feb 16 2001,
Unang,https://id.wikipedia.org/wiki/Unang,,,
Urip Arphan,https://id.wikipedia.org/wiki/Urip_Arphan,,,
Us Us,https://id.wikipedia.org/wiki/Us_Us,./foto/0805Abah_Us-us.jpg,Jun 13 1939,
Usbanda,https://id.wikipedia.org/wiki/Usbanda,./foto/Usbanda.jpg,Apr 24 1940,
Uya Kuya,https://id.wikipedia.org/wiki/Uya_Kuya,,Apr 4 1975,
Valentino,https://id.wikipedia.org/wiki/Valentino,,May 14 1978,
Verdi Solaiman,https://id.wikipedia.org/wiki/Verdi_Solaiman,,Mar 14 1975,
Verdy Bhawanta,https://id.wikipedia.org/wiki/Verdy_Bhawanta,,Jun 17 1980,
Verrell Bramasta,https://id.wikipedia.org/wiki/Verrell_Bramasta,,Sep 11 1996,
Vicky Nitinegoro,https://id.wikipedia.org/wiki/Vicky_Nitinegoro,,Jul 13 1983,
Vikri Rasta,https://id.wikipedia.org/wiki/Vikri_Rasta,,,
Vincent Ryan Rompies,https://id.wikipedia.org/wiki/Vincent_Ryan_Rompies,,Mar 29 1980,
Vino G. Bastian,https://id.wikipedia.org/wiki/Vino_G._Bastian,,Mar 24 1982,
Volland Humonggio,https://id.wikipedia.org/wiki/Volland_Humonggio,,Jul 23 1981,
W.D. Mochtar,https://id.wikipedia.org/wiki/W.D._Mochtar,./foto/Wd_mochtar.jpg,May 9 1928,
W.S. Rendra,https://id.wikipedia.org/wiki/W.S._Rendra,./foto/Rendra_di_Halam_Bengkel_Teater.JPG,Nov 7 1935,
Wahab Abdi,https://id.wikipedia.org/wiki/Wahab_Abdi,./foto/Wahab_Abdi.jpg,Sep 17 1937,
Wahyu Sardono,https://id.wikipedia.org/wiki/Wahyu_Sardono,./foto/Dono_Warkop.jpeg,Sep 30 1951,
Wahyu Sihombing,https://id.wikipedia.org/wiki/Wahyu_Sihombing,./foto/Wahyu_Sihombing.jpg,Aug 15 1933,
